"all _ image _ url","Event Date - parsed","User","Occurrence status assumed to be present","Coordinate precision not valid","Country inferred from coordinates","Data are generalised","Coordinates converted to WGS84","First of the month","First of the year","Geodetic datum assumed WGS84","Habitat incorrect for species","Identification date before occurrence date","Incomplete collection date","Invalid collection date","Collector name unparseable","Coordinate uncertainty not valid","Collection code not recognised","Institution code not recognised"
"","1996-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2011-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-03","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2006-06-26","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1983-06-07","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1998-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1992-06-06","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1998-06-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2010-06-23","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2009-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-03","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-25","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-26","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-22","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-07","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1996-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2010-06-23","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-06-29","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2010-06-03","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1983-06-06","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1998-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-21","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2009-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-05","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-10","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1998-06-25","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-30","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-06","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-05","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-27","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-03","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-08","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1997-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-06-28","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1998-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2009-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-23","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-10","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-27","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-09","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-07","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-06-29","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1998-06-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1992-06-15","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-10","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-03","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-09","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-12","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-06","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-11","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-07","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1983-06-08","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1997-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-13","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2010-06-02","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1983-06-20","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","1997-06-20","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2009-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2009-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-18","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-15","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-12","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1985-06-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-06-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"ae1a8dfa-e02a-4426-a82d-fbb43f669b8b","2019-06-19","adnovo","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-06-05","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2009-06-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-06-14","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2009-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2007-06-10","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-06-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1998-06-14","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1998-06-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-01","","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","2007-06-10","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-06-25","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-16","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2011-06-20","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-06-29","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-18","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2014-07-07","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-07-07","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1996-07-14","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-07-21","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2008-07-06","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-07-08","","true","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1996-07-25","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-18","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-07-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1982-07-27","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-07-12","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-17","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-07-26","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-17","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2012-07-13","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"878e3d4e-47a3-4264-9bd4-c5b0ba961b30","2010-07-03","wellsii","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-12","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-12","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-10","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1997-07-27","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2012-07-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-12","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-17","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-07-24","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-12","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2013-07-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-07-25","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-07-17","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-07-22","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2013-07-08","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2007-07-10","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-18","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-18","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-10","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2012-07-29","","true","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false"
"","2006-07-24","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2006-07-25","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2000-07-01","","false","false","false","false","false","false","false","true","false","false","true","false","true","false","false","false"
"","1993-07-17","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-20","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"78a3e8f1-3aad-4263-96f1-aec9c174391d","2010-07-05","wellsii","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-10","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2008-07-11","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-10","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-10","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1997-07-04","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2008-07-31","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2012-07-29","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-22","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2010-07-24","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-18","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-10","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1997-07-04","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1997-07-03","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1990-07-31","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-17","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-07-19","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1997-07-05","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-19","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"dd171425-e126-4b2a-af4d-dda346eb4459","2017-07-07","","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-07-02","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-07-05","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-22","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-07-08","","true","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-07-12","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2001-07-08","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2006-07-23","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1993-07-30","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","1991-07-19","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2007-07-11","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","2001-07-07","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","2011-07-21","","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","1983-07-04","","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false"
