id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
28500387,2013/07/31 11:23 AM EEST,2013-07-31,2013-07-31 08:23:00 UTC,Kyiv,1567800,roman-evseev,2019-07-09 15:25:35 UTC,2019-07-09 15:25:35 UTC,casual,,https://www.inaturalist.org/observations/28500387,https://static.inaturalist.org/photos/44432270/medium.jpeg?1562685874,,"",,0,0,true,,"Мал. Даниловка, Харьковская область, Украина, 62342",50.0715083333,36.1445516667,,,,,false,,,Camelus dromedarius,Camelus dromedarius,Dromedary Camel,Mammalia,81542
28748698,Sat Jul 13 2019 14:12:02 GMT-0500 (CDT),2019-07-13,2019-07-13 19:12:02 UTC,Central Time (US & Canada),388090,romeo_saldana,2019-07-13 19:12:31 UTC,2019-08-01 20:32:33 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/28748698,https://inaturalist-open-data.s3.amazonaws.com/photos/44834059/medium.jpg?1563045285,,"",,1,0,true,3,"72596, Puebla, PUE, MX",18.9342021011,-98.130745981,5,5,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
28885240,2019-06-28 11:56:05 AM MDT,2019-06-28,2019-06-28 17:56:05 UTC,Mountain Time (US & Canada),1992136,lwarteman,2019-07-15 19:38:06 UTC,2019-07-15 21:25:30 UTC,casual,,https://www.inaturalist.org/observations/28885240,https://static.inaturalist.org/photos/45052292/medium.jpeg?1563219488,,"",,0,0,true,2,"Larkspur, CO 80118, USA",39.25470908,-104.90185981,9,9,,,false,gps,gps,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
29037619,2019/05/08 7:14 PM UTC,2019-05-08,,UTC,2000639,louisa96,2019-07-18 04:02:26 UTC,2019-07-18 04:48:26 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/29037619,https://inaturalist-open-data.s3.amazonaws.com/photos/45300615/medium.jpeg?1563422541,,"","",1,0,true,,"Aqaba Qasabah District, Jordan",29.5214305556,35.4134666667,5,5,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
29037869,2019-07-17 6:29:01 PM GMT+03:00,2019-07-17,2019-07-17 15:29:01 UTC,Baghdad,1371640,tobiasodhacha,2019-07-18 04:14:26 UTC,2019-07-18 04:26:15 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/29037869,https://inaturalist-open-data.s3.amazonaws.com/photos/45301812/medium.jpeg?1563423943,,"",,0,0,false,2,Isiolo Samburu Highway,,,,,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
29286497,2019/07/17 10:57 AM CDT,2019-07-17,2019-07-17 15:57:00 UTC,Central Time (US & Canada),728376,daviddodd,2019-07-22 00:41:55 UTC,2019-07-22 01:46:20 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/29286497,https://inaturalist-open-data.s3.amazonaws.com/photos/45698128/medium.jpg?1563755824,,"",part of a herd in a pasture.,1,0,true,,"Reno County, KS, USA",38.1465583638,-98.1252099222,1487,1487,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
29511964,2019-07-13 10:14:00 AM ADT,2019-07-13,2019-07-13 13:14:00 UTC,Atlantic Time (Canada),2047752,adventuringrebel,2019-07-25 15:03:06 UTC,2019-07-25 15:03:11 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/29511964,https://inaturalist-open-data.s3.amazonaws.com/photos/46063695/medium.jpeg?1564066988,,"",Part of a petting zoo during family day,0,0,false,2,,,,,,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
29682677,Sat Jul 27 2019 14:22:11 GMT-0500 (CDT),2019-07-27,2019-07-27 14:22:11 UTC,UTC,1961185,chasburger,2019-07-28 02:17:47 UTC,2019-07-28 02:17:54 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/29682677,https://inaturalist-open-data.s3.amazonaws.com/photos/46336141/medium.jpg?1564280271,,"",,0,0,false,3,,,,,,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
29990022,Thu Aug 01 2019 10:12:25 GMT-0700 (PDT),2019-08-01,2019-08-01 17:12:25 UTC,Pacific Time (US & Canada),2079125,funnycavalier,2019-08-01 17:14:01 UTC,2019-08-06 21:42:52 UTC,casual,,https://www.inaturalist.org/observations/29990022,https://static.inaturalist.org/photos/46830869/medium.jpg?1564679644,,"",,0,0,true,3,,,,5,29012,private,,true,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
30161385,2015/07/15 10:35 AM UTC,2015-07-15,,UTC,1575116,cookswell,2019-08-04 10:36:51 UTC,2019-08-05 14:56:46 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/30161385,https://inaturalist-open-data.s3.amazonaws.com/photos/47105435/medium.jpg?1564914963,,"",a mobile 4x4 kitchen platform. ,1,0,true,,"Oldonyiro, Kenya",0.6068961662,37.0425232933,3906,3906,,,false,,,Velbloud jednohrbý,Camelus dromedarius,Dromedary Camel,Mammalia,81542
30391086,Sun Dec 30 2018 07:36:17 GMT-0600 (CST),2018-12-30,2018-12-30 07:36:17 UTC,UTC,2101541,saltlight,2019-08-07 22:30:12 UTC,2019-09-11 00:02:42 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/30391086,https://inaturalist-open-data.s3.amazonaws.com/photos/47480980/medium.jpg?1565217015,,"",,3,0,true,3,"Southern Governorate, , Southern Governorate, BH",26.0701567225,50.5668374519,126808,126808,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
30514378,2012/03/28 9:36 AM UTC,2012-03-28,,UTC,2030485,rickpower88,2019-08-10 00:56:57 UTC,2019-08-13 09:45:36 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/30514378,https://inaturalist-open-data.s3.amazonaws.com/photos/47677586/medium.jpeg?1565398494,,"India, Rajasthan, camel, desert, safari",,2,0,true,,"Thar Desert, Rajasthan",27.4694892,70.6216794,296565,296565,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
30597468,2019/08/10 8:05 PM UTC,2019-08-10,,UTC,2086458,dctrwltr,2019-08-11 08:50:01 UTC,2019-08-11 12:07:48 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/30597468,https://inaturalist-open-data.s3.amazonaws.com/photos/47811819/medium.jpg?1565512845,,"",,0,0,true,,"Cádiz, España",36.6895607252,-6.1500418993,271,271,,,false,,,Dromedario,Camelus dromedarius,Dromedary Camel,Mammalia,81542
30670355,,,,UTC,2122268,pcrepairshop1,2019-08-12 07:01:10 UTC,2019-08-12 07:01:10 UTC,casual,,https://www.inaturalist.org/observations/30670355,https://inaturalist-open-data.s3.amazonaws.com/photos/47928681/medium.jpg?1565592371,,"",,0,0,false,,,,,,,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
30678646,2019/08/10 12:11 PM UTC,2019-08-10,2019-08-10 12:11:00 UTC,UTC,1934045,anthonywachira,2019-08-12 12:01:20 UTC,2021-02-20 18:56:31 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/30678646,https://inaturalist-open-data.s3.amazonaws.com/photos/47940990/medium.jpeg?1565611017,,"",,0,0,true,,"Laikipia County, Kenya",0.3606063,36.7819505,88673,88673,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
30722450,Mon Aug 13 2018 16:30:01 GMT-0300 (GMT-3),2018-08-13,2018-08-13 19:30:01 UTC,Brasilia,2124383,pierpaolomorello,2019-08-13 00:44:47 UTC,2019-08-25 15:38:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30722450,https://inaturalist-open-data.s3.amazonaws.com/photos/48013472/medium.jpg?1565657090,,"",,2,0,false,3,"Abu Dhabi, , Abu Dhabi, AE",23.2300360542,52.9910116677,312735,312735,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
30761752,Mon Aug 28 2017 17:27:44 GMT-0300 (GMT-3),2017-08-28,2017-08-28 20:27:44 UTC,Brasilia,2124383,pierpaolomorello,2019-08-13 17:44:01 UTC,2019-08-25 15:38:46 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/30761752,https://inaturalist-open-data.s3.amazonaws.com/photos/48077090/medium.jpg?1565718244,,"",,2,0,true,3,"Abu Dhabi, AE",23.9850810724,52.7668234996,133537,133537,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
30764959,2019-08-13,2019-08-13,,UTC,1982235,pebbletiger,2019-08-13 18:33:56 UTC,2019-08-13 18:40:28 UTC,casual,,https://www.inaturalist.org/observations/30764959,https://inaturalist-open-data.s3.amazonaws.com/photos/48082238/medium.jpeg?1565721276,,"",,1,0,true,333,"Souss - Massa - Draâ, MA",30.4365076486,-9.7646953838,,29356,obscured,,true,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31117162,2019/08/11 12:37 AM UTC,2019-08-11,2019-08-11 00:37:00 UTC,UTC,1371640,tobiasodhacha,2019-08-19 13:45:22 UTC,2019-08-19 17:13:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/31117162,https://inaturalist-open-data.s3.amazonaws.com/photos/48669550/medium.jpeg?1566222219,,"",,1,0,false,,"Laikipia County, Kenya",0.3606063,36.7819505,88673,88673,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31176579,2019/07/28 6:36 AM UTC,2019-07-28,,UTC,1377726,wambie,2019-08-20 14:14:48 UTC,2019-08-22 04:10:47 UTC,research,,https://www.inaturalist.org/observations/31176579,https://static.inaturalist.org/photos/48768485/medium.jpeg?1566310449,,"",,2,0,false,,"Diani Beach, Kenya",-4.2601951,39.5980656,176,176,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31196126,Thu Oct 01 2015 12:39:33 GMT-0500 (CDT),2015-10-01,2015-10-01 12:39:33 UTC,UTC,2122203,maluruto72,2019-08-20 20:19:44 UTC,2019-08-26 23:13:25 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/31196126,https://inaturalist-open-data.s3.amazonaws.com/photos/48801157/medium.jpg?1566332386,,"",,1,0,true,3,"Necrópolis de Guiza, Al Ahram, Provincia de Giza, EG",29.9758852753,31.1365661568,376,376,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31219433,2018/11/13 6:43 AM UTC,2018-11-13,,UTC,2089528,devhea2294,2019-08-21 05:44:10 UTC,2019-08-21 05:44:10 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/31219433,https://inaturalist-open-data.s3.amazonaws.com/photos/48841679/medium.jpg?1566366196,,"",,0,0,true,,"Ezbet Arafa, Fanous, Tameyah, Faiyum Governorate, Egypt",29.5564552474,30.9675575951,62500,62500,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31219857,2017/02/07 7:01 AM UTC,2017-02-07,,UTC,2089528,devhea2294,2019-08-21 06:01:59 UTC,2020-04-22 23:09:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/31219857,https://inaturalist-open-data.s3.amazonaws.com/photos/48842380/medium.jpg?1566367291,,"",,3,0,false,,"Giza Governorate, Egypt",30.0927410819,31.016504148,15625,15625,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31415529,2019-08-24 7:46:18 PM GMT+02:00,2019-08-24,2019-08-24 17:46:18 UTC,Africa/Johannesburg,2168762,bernarddecooninck,2019-08-24 17:46:42 UTC,2020-03-11 16:53:24 UTC,casual,,https://www.inaturalist.org/observations/31415529,https://static.inaturalist.org/photos/49165030/medium.jpeg?1566668810,,"",,1,0,true,2,"Mers-les-Bains, France",50.0655304,1.38631483,6,6,,,false,gps,gps,Одногорбый верблюд,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31460873,Sat Apr 20 2019 18:15:27 GMT+0400 (GMT+4),2019-04-20,2019-04-20 14:15:27 UTC,Abu Dhabi,1946675,bahajjaj,2019-08-25 09:03:47 UTC,2019-08-25 09:03:53 UTC,casual,,https://www.inaturalist.org/observations/31460873,https://static.inaturalist.org/photos/49241066/medium.jpg?1566723831,,"",,0,0,true,3,"Dhofar, OM",17.0555541761,54.2570304312,370,370,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31536395,2019/08/10 12:30 PM UTC,2019-08-10,2019-08-10 12:30:00 UTC,UTC,2107995,gkhafrica,2019-08-26 08:51:01 UTC,2019-08-26 17:05:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/31536395,https://inaturalist-open-data.s3.amazonaws.com/photos/49365699/medium.jpeg?1566809229,,"",,3,0,false,,"Laikipia County, Kenya",0.3606063,36.7819505,88673,88673,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31557692,2019-08-26 10:21:48 AM EDT,2019-08-26,2019-08-26 14:21:48 UTC,Eastern Time (US & Canada),1142805,itssunshine79,2019-08-26 17:05:08 UTC,2019-08-26 17:05:14 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/31557692,https://inaturalist-open-data.s3.amazonaws.com/photos/49400978/medium.jpeg?1566839110,,"",,0,0,false,2,,,,,,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31743426,2019-08-03 4:21pm,2019-08-03,2019-08-03 21:21:00 UTC,Central Time (US & Canada),24973,annikaml,2019-08-29 18:56:49 UTC,2019-08-29 18:56:52 UTC,casual,CC-BY,https://www.inaturalist.org/observations/31743426,https://inaturalist-open-data.s3.amazonaws.com/photos/49714057/medium.jpeg?1567105003,,"","",0,0,true,,"Archers Post, Kenya",0.640686,37.676325,66,66,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31815316,2019/05/06 10:32,2019-05-06,2019-05-06 05:32:00 UTC,Tashkent,691556,lorenzo_zambetti,2019-08-30 22:08:13 UTC,2020-01-21 14:18:23 UTC,casual,CC-BY-NC-ND,https://www.inaturalist.org/observations/31815316,https://inaturalist-open-data.s3.amazonaws.com/photos/49834064/medium.jpeg?1567202852,,"","",1,0,true,,"Khiva, Uzbekistan",41.378267533,60.3588918818,14,14,,,false,,,Одногорбый верблюд,Camelus dromedarius,Dromedary Camel,Mammalia,81542
31877471,Sat Aug 31 2019 16:50:09 GMT-0500 (CDT),2019-08-31,2019-08-31 16:50:09 UTC,UTC,2162609,pantalimon,2019-08-31 22:06:10 UTC,2019-09-09 22:40:50 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/31877471,https://inaturalist-open-data.s3.amazonaws.com/photos/50878453/medium.jpg?1568068845,,"",,0,0,true,3,"Grant's Farm, Grantwood Village, MO, US",38.5494083333,-90.356925,5,5,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32049243,2018-11-21 10:17:38 AM GMT+08:00,2018-11-21,2018-11-21 02:17:38 UTC,Australia/Perth,1734491,ann231,2019-09-03 13:24:14 UTC,2019-09-04 01:14:05 UTC,casual,,https://www.inaturalist.org/observations/32049243,https://static.inaturalist.org/photos/50228008/medium.jpeg?1567517149,,"",,0,0,true,2,"Nazlet El-Semman, Al Haram, Giza Governorate, Egypt",29.9797229767,31.1361103058,,,,,false,gps,gps,Camels,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32059773,Thu Jul 25 2019 10:50:06 GMT-0400 (EDT),2019-07-25,2019-07-25 14:50:06 UTC,Eastern Time (US & Canada),2176297,bevbishop,2019-09-03 17:11:46 UTC,2019-09-03 17:11:50 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/32059773,https://inaturalist-open-data.s3.amazonaws.com/photos/50244944/medium.jpg?1567530708,,"",Seen & fed at Fort Chiswell Animal Park,0,0,true,3,"Coleman Rd, Max Meadows, VA, US",36.9519865352,-80.8805786667,9175,9175,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32277366,2001/09/14 7:23 PM CEST,2001-09-14,2001-09-14 17:23:00 UTC,Vienna,1958129,geralda,2019-09-07 16:45:04 UTC,2020-04-15 01:44:31 UTC,casual,,https://www.inaturalist.org/observations/32277366,https://static.inaturalist.org/photos/50610131/medium.jpeg?1567874590,,"",,1,0,true,,"Cheops Pyramide, Giza Governorate, Ägypten",29.9776877975,31.1317418941,113,113,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32324752,2008-10-24 9:26 am,2008-10-24,2008-10-24 14:26:00 UTC,Central Time (US & Canada),204568,iowabiologist,2019-09-08 05:16:08 UTC,2020-06-14 19:30:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/32324752,https://inaturalist-open-data.s3.amazonaws.com/photos/50688755/medium.jpeg?1567919766,,"",One of three walking through the area,2,0,false,,"Wadi Rum, Jordan",29.542655,35.43065,2000,2000,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32359923,2014/12/19 4:26 PM HST,2014-12-19,2014-12-20 02:26:00 UTC,Hawaii,1150439,bileltayar,2019-09-08 19:05:55 UTC,2019-12-07 14:47:40 UTC,research,,https://www.inaturalist.org/observations/32359923,https://static.inaturalist.org/photos/50744931/medium.jpeg?1567969188,,"",,3,0,false,,"Wilaya d'Ouargla, Algérie",32.0218946649,5.4490988188,488,488,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32575196,2018/08/23,2018-08-23,,Paris,2143764,julien_lepage,2019-09-12 08:22:55 UTC,2020-03-11 17:39:37 UTC,casual,CC-BY,https://www.inaturalist.org/observations/32575196,https://inaturalist-open-data.s3.amazonaws.com/photos/51105294/medium.jpg?1568276556,,"",,1,0,true,,"Avenue du Blanc, 41110 St Aignan, France",47.2500435,1.3473142,657,657,,,false,,,Одногорбый верблюд,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32584067,2015/05/20,2015-05-20,,Paris,2143764,julien_lepage,2019-09-12 13:58:58 UTC,2020-03-11 17:42:25 UTC,casual,CC-BY,https://www.inaturalist.org/observations/32584067,https://inaturalist-open-data.s3.amazonaws.com/photos/51118938/medium.jpg?1568296066,,"",,1,0,true,,"Avenue du Blanc, 41110 St Aignan, France",47.2500435,1.3473142,657,657,,,false,,,Одногорбый верблюд,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32750571,2004/10/28 4:16 AM PDT,2004-10-28,2004-10-28 11:16:00 UTC,Pacific Time (US & Canada),2227858,outwestman,2019-09-15 07:37:31 UTC,2019-09-15 10:41:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/32750571,https://inaturalist-open-data.s3.amazonaws.com/photos/51389356/medium.jpg?1568531902,,"",,2,0,false,,"Kollo, Niger",13.7242249556,1.9681675332,142816,142816,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32800136,2019-09-15,2019-09-15,,UTC,2262917,luxor,2019-09-15 23:09:07 UTC,2019-09-15 23:09:15 UTC,casual,,https://www.inaturalist.org/observations/32800136,https://inaturalist-open-data.s3.amazonaws.com/photos/51470341/medium.jpeg?1568588952,,"",,0,0,true,333,Buenos Aires,-34.5879123853,-58.4166456508,,,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32825635,2009/08/29,2009-08-29,,Paris,2143764,julien_lepage,2019-09-16 12:16:31 UTC,2020-04-15 01:44:14 UTC,casual,CC-BY,https://www.inaturalist.org/observations/32825635,https://inaturalist-open-data.s3.amazonaws.com/photos/51513619/medium.jpeg?1568636168,,"",,1,0,true,,"Assouan, Gouvernorat d'Assouan, Égypte",24.088938,32.8998293,3434,3434,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32828203,2010/09/07,2010-09-07,,Paris,2143764,julien_lepage,2019-09-16 13:24:46 UTC,2019-09-16 13:24:46 UTC,casual,CC-BY,https://www.inaturalist.org/observations/32828203,https://inaturalist-open-data.s3.amazonaws.com/photos/51516580/medium.jpg?1568639112,,"",,0,0,true,,"La Chevalerie, 44710 Port-Saint-Père, France",47.1148374,-1.7618554,185,185,,,false,,,Dromadaire,Camelus dromedarius,Dromedary Camel,Mammalia,81542
32882120,2010/06/11,2010-06-11,,Paris,2143764,julien_lepage,2019-09-17 09:24:21 UTC,2019-09-17 09:24:21 UTC,casual,CC-BY,https://www.inaturalist.org/observations/32882120,https://inaturalist-open-data.s3.amazonaws.com/photos/51607073/medium.jpg?1568711364,,"",,0,0,true,,"57 Rue Cuvier, 75005 Paris, France",48.8442467,2.3604301,420,420,,,false,,,Dromadaire,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33067990,,,,UTC,2067294,steve583,2019-09-20 14:55:05 UTC,2019-09-20 14:55:09 UTC,casual,,https://www.inaturalist.org/observations/33067990,https://static.inaturalist.org/photos/51907164/medium.jpg?1568991307,,"",,0,0,true,2,"Al Jahra Governorate, Kuwait",29.628231929,47.6742388308,22504,22504,,,false,gps,gps,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33146804,2019/09/07 7:24 PM UTC,2019-09-07,,UTC,2287924,rjpatt,2019-09-21 19:04:27 UTC,2019-09-21 19:04:27 UTC,casual,,https://www.inaturalist.org/observations/33146804,https://static.inaturalist.org/photos/52035706/medium.jpg?1569092635,,"","",0,0,true,,"Merzouga, Morocco",31.0801676,-4.013361,3503,3503,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33247726,2015/12/24 10:50 AM HST,2015-12-24,2015-12-24 20:50:00 UTC,Hawaii,1082970,karimhaddad,2019-09-23 08:03:25 UTC,2019-09-30 16:24:33 UTC,research,,https://www.inaturalist.org/observations/33247726,https://static.inaturalist.org/photos/52205083/medium.jpg?1569225801,,"","",2,0,false,,"Wilaya de Naâma, Algérie",32.74054,-0.1108366667,,,,,false,,,Dromedario,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33257188,Tue Aug 31 2010 02:10:57 GMT-0400 (EDT),2010-08-31,2010-08-31 06:10:57 UTC,Eastern Time (US & Canada),885292,whaleluver12,2019-09-23 14:06:30 UTC,2019-12-07 18:18:45 UTC,casual,,https://www.inaturalist.org/observations/33257188,https://static.inaturalist.org/photos/52220053/medium.jpg?1569247594,,"",,2,0,true,3,"Jerusalem, PS-WE, PS",31.8275181036,35.3537016695,83,83,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33259658,Thu Nov 01 2018 17:37:12 GMT+0000 (GMT),2018-11-01,2018-11-01 17:37:12 UTC,UTC,2294736,fire_king64,2019-09-23 14:57:49 UTC,2019-09-23 14:58:19 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/33259658,https://inaturalist-open-data.s3.amazonaws.com/photos/52224031/medium.jpg?1569250688,,"",,0,0,true,3,"Southern Provinces, Agadir, Souss-Massa-Drâa, MA",30.41125,-9.6038,5,5,,,false,,,,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33307629,2016/07/22 2:34 AM MDT,2016-07-22,2016-07-21 23:34:00 UTC,Nairobi,1378963,fydnar,2019-09-24 11:47:44 UTC,2019-09-24 12:23:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33307629,https://inaturalist-open-data.s3.amazonaws.com/photos/52304505/medium.jpeg?1569324303,,"","",1,0,false,,"Ngorongoro, Tanzania",-3.1266657472,35.4227112892,1152,1152,,,false,,,Camelus dromedarius,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33456672,Fri Aug 30 2019 16:01:16 GMT+1000 (GMT+10),2019-08-30,2019-08-30 06:01:16 UTC,Brisbane,1792757,anenomi,2019-09-26 23:15:46 UTC,2019-10-03 21:52:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33456672,https://inaturalist-open-data.s3.amazonaws.com/photos/52548806/medium.jpg?1569539765,,"","",3,0,false,3,"Stuart Highway, Ghan, NT, AU",-24.614203264,133.2179285395,1554,1554,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33498091,2019/09/11 4:28 AM UTC,2019-09-11,,UTC,1597686,vagabondreports,2019-09-27 20:43:34 UTC,2019-09-27 20:43:34 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/33498091,https://inaturalist-open-data.s3.amazonaws.com/photos/52615322/medium.jpeg?1569616711,,"",,0,0,true,,Al Madinah Province Saudi Arabia,26.8593665324,37.8404235591,15450,15450,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33529797,2019/09/12 11:41 AM UTC,2019-09-12,,UTC,1597686,vagabondreports,2019-09-28 14:52:35 UTC,2021-01-19 10:58:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33529797,https://inaturalist-open-data.s3.amazonaws.com/photos/52667616/medium.jpeg?1569682013,,"",,3,0,false,,Al Madinah Province Saudi Arabia,26.5687536877,37.6007164702,11641,11641,,,false,,,Dromedario,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33529800,2019/09/12 12:11 PM UTC,2019-09-12,2019-09-12 12:11:00 UTC,UTC,1597686,vagabondreports,2019-09-28 14:52:39 UTC,2019-12-08 11:20:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33529800,https://inaturalist-open-data.s3.amazonaws.com/photos/52668051/medium.jpeg?1569682323,,"",,4,0,false,,Al Madinah Province Saudi Arabia,26.5687536877,37.6007164702,11641,11641,,,false,,,Dromedario,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33590118,2019-09-13 2:16:14 pm GMT+03:00,2019-09-13,2019-09-13 11:16:14 UTC,Baghdad,2112091,yamyam,2019-09-29 14:32:50 UTC,2020-06-07 16:20:12 UTC,casual,,https://www.inaturalist.org/observations/33590118,https://static.inaturalist.org/photos/52769079/medium.jpeg?1569767577,,"",,4,0,true,2,"Bosaaso, SO-BR, SO",10.5182630837,49.2310067577,8,8,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33651967,Wed Sep 25 2019 14:39:37 GMT+0200 (GMT+2),2019-09-25,2019-09-25 12:39:37 UTC,Africa/Johannesburg,2134166,sweet_cherry,2019-09-30 15:42:56 UTC,2019-10-03 19:51:35 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/33651967,https://inaturalist-open-data.s3.amazonaws.com/photos/52876480/medium.jpg?1569858180,,"",,1,0,true,3,"South Sinai, EG",27.9760242425,34.2981078166,3156,3156,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
33672494,2012-08-30 3:50:45 PM GMT+02:00,2012-08-30,2012-08-30 13:50:45 UTC,Africa/Johannesburg,2320840,annaro1,2019-09-30 22:15:15 UTC,2021-02-21 21:19:19 UTC,research,,https://www.inaturalist.org/observations/33672494,https://static.inaturalist.org/photos/52910141/medium.jpeg?1569881728,,"",,1,0,false,2,"43868, Saudi Arabia",25.7082187452,39.9879846722,4208,4208,,,false,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542
