id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
53039056,Tue Jul 14 2020 14:10:45 GMT+0200 (GMT+2),2020-07-14,2020-07-14 08:10:45 -0400,Africa/Johannesburg,3189514,stefanogellato,2020-07-14 08:12:43 -0400,2020-07-14 10:31:15 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53039056,https://inaturalist-open-data.s3.amazonaws.com/photos/84345603/medium.jpg?1594729768,,"",,0,0,false,3,"Corsica, Zonza, Corsica, FR",41.65977167,9.37486667,32,32,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53072356,2020-07-14 7:19:41 PM GMT+02:00,2020-07-14,2020-07-14 13:19:41 -0400,Africa/Johannesburg,3326024,mermaidobserver,2020-07-14 14:07:53 -0400,2020-07-14 14:08:17 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53072356,https://inaturalist-open-data.s3.amazonaws.com/photos/84395260/medium.jpeg?1594750093,,"",,0,0,false,2,"Postira, Hrvaška",43.3767197,16.6318027,17,17,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53098602,Tue Jul 14 2020 16:35:51 GMT-0400 (GMT-4),2020-07-14,2020-07-14 15:35:51 -0400,Atlantic Time (Canada),2575616,martinaturalist,2020-07-14 18:16:37 -0400,2020-07-22 19:46:59 -0400,research,CC-BY-NC,https://www.inaturalist.org/observations/53098602,https://inaturalist-open-data.s3.amazonaws.com/photos/84436759/medium.jpg?1594765032,,"",Y otra reina más ,2,0,false,3,"Miguel Castro, Buin, Metropolitana de Santiago, CL",-33.727495,-70.741455,,,,,false,,,Avispa germánica,Vespula germanica,German Yellowjacket,Insecta,126155
53099002,2020-07-15T00:20:53+02:00,2020-07-14,2020-07-14 18:20:53 -0400,UTC,2187511,popov,2020-07-14 18:21:09 -0400,2020-07-14 18:21:51 -0400,needs_id,,https://www.inaturalist.org/observations/53099002,https://inaturalist-open-data.s3.amazonaws.com/photos/84437451/medium.jpeg?1594765306,,"",,0,0,false,333,Monplaisant,44.7811312,0.9997131,22,22,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53102893,2011-09-24 14:09:54,2011-09-24,2011-09-24 14:09:54 -0400,Eastern Time (US & Canada),2851,arthur_chapman,2020-07-14 19:09:12 -0400,2020-10-04 01:14:49 -0400,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/53102893,https://inaturalist-open-data.s3.amazonaws.com/photos/84443914/medium.jpg?1594768151,,"Vespula, germanica, Vespula germanica, German Yellow-Jacket, German Wasp, Cambridge, Ontario, Canada, taxonomy:kingdom=Animalia, taxonomy:phylum=Arthropoda, taxonomy:class=Insecta, taxonomy:order=Hymenoptera, taxonomy:family=Vespidae, taxonomy:genus=Vespula, taxonomy:binomial=Vespula germanica, taxonomy:common=German Yellow-Jacket, taxonomy:common=German Wasp, geocode:accuracy=100 meters, geocode:method=Google Earth, geo:country=Canada, geo:region=North America, Vespula germanica (German Yellow Jacket; German Wasp)","German Yellow-Jacket or German Wasp (Vespula germanica) in Cambridge, Ontario, Canada. Photographed on 24 September 2011.",1,0,false,,", Ontario, Canada",43.4384,-80.2971,50,50,,,false,,"",Eastern Yellowjacket,Vespula maculifrons,Eastern Yellowjacket,Insecta,119994
53115461,2020/07/14 10:59 AM EDT,2020-07-14,2020-07-14 10:59:00 -0400,Eastern Time (US & Canada),303165,kyukich,2020-07-14 21:55:03 -0400,2020-07-21 19:53:09 -0400,research,CC-BY-NC,https://www.inaturalist.org/observations/53115461,https://inaturalist-open-data.s3.amazonaws.com/photos/84456259/medium.jpeg?1594774179,,wasp,,1,0,false,,"High Park-Swansea, Toronto, ON, Canada",43.6484204899,-79.468656876,100,100,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53118682,2020-07-15 12:39:56 PM GMT+10:00,2020-07-15,2020-07-14 22:39:56 -0400,Brisbane,2828138,runofffeetmum,2020-07-14 22:41:34 -0400,2021-02-22 21:48:01 -0500,research,,https://www.inaturalist.org/observations/53118682,https://static.inaturalist.org/photos/84470427/medium.jpeg?1594780899,,"",,2,0,false,2,"Kelso NSW 2795, Australia",-33.4026452,149.6006913,31,31,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53127402,Tue Jul 14 2020 14:43:40 GMT+0200 (GMT+2),2020-07-14,2020-07-14 08:43:40 -0400,Africa/Johannesburg,3277432,jansob,2020-07-15 01:35:54 -0400,2020-07-15 01:36:01 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53127402,https://inaturalist-open-data.s3.amazonaws.com/photos/84485583/medium.jpg?1594791358,,"",,0,0,false,3,"Tábor, Jihočeský, CZ",49.387455,14.651795,,,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53132915,2020/07/06 10:31 AM CEST,2020-07-06,2020-07-06 04:31:00 -0400,Brussels,1075232,karelschoonvaere,2020-07-15 04:19:55 -0400,2020-07-15 04:19:55 -0400,needs_id,CC0,https://www.inaturalist.org/observations/53132915,https://inaturalist-open-data.s3.amazonaws.com/photos/84494688/medium.jpeg?1594800456,,"",,0,0,false,,"7430 Thusis, Zwitserland",46.712361,9.445694,25,25,,,false,,,Vespula germanica,Vespula germanica,German Yellowjacket,Insecta,126155
53143156,2020/07/15 10:40 AM CEST,2020-07-15,2020-07-15 04:40:00 -0400,Paris,18381,joachim,2020-07-15 07:58:00 -0400,2020-07-15 08:25:53 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53143156,https://inaturalist-open-data.s3.amazonaws.com/photos/84509901/medium.jpg?1594814077,,"","",0,0,false,,"Aubing-Lochhausen-Langwied, München, Deutschland",48.173318147,11.3707911582,4,4,,,false,,,Deutsche Wespe,Vespula germanica,German Yellowjacket,Insecta,126155
53173556,2020-07-15 7:29:00 PM GMT+02:00,2020-07-15,2020-07-15 13:29:00 -0400,Africa/Johannesburg,2186352,michi100,2020-07-15 13:29:55 -0400,2020-07-15 13:30:12 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53173556,https://inaturalist-open-data.s3.amazonaws.com/photos/84558273/medium.jpeg?1594834202,,"",,0,0,false,2,"Municipio Roma XIII, Roma RM, Italia",41.8949376186,12.4048649892,11,11,,,false,gps,gps,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53177509,2020-07-14 8:03:12 AM EDT,2020-07-14,2020-07-14 08:03:12 -0400,Eastern Time (US & Canada),3021655,mikelkay,2020-07-15 14:05:58 -0400,2020-10-03 23:30:25 -0400,research,,https://www.inaturalist.org/observations/53177509,https://static.inaturalist.org/photos/84564863/medium.jpeg?1594836378,,"",,1,0,false,2,"Toronto, ON M8V 2Y6, Canada",43.6025,-79.5022222222,,,,,false,gps,gps,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53178929,2020-07-15T20:17:23+02:00,2020-07-15,2020-07-15 14:17:23 -0400,Madrid,3326842,regisg21,2020-07-15 14:18:00 -0400,2020-07-16 04:58:03 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53178929,https://inaturalist-open-data.s3.amazonaws.com/photos/84566854/medium.jpeg?1594837084,,"",,0,0,false,333,Fontaine-lès-Dijon,47.3585844,5.0247658,1600,1600,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53188388,2020/06/29 2:08 PM CEST,2020-06-29,2020-06-29 08:08:00 -0400,Stockholm,1076571,gccostello,2020-07-15 15:54:18 -0400,2020-07-15 15:54:18 -0400,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/53188388,https://inaturalist-open-data.s3.amazonaws.com/photos/84581805/medium.jpg?1594842834,,"Tyskgeting, Vespula germanica",,0,0,false,,"Övermo Byåkersvägen, Leksand, Sverige",60.7263947281,15.0208488831,166,166,,,false,,,Tyskgeting,Vespula germanica,German Yellowjacket,Insecta,126155
53241110,Thu Jul 16 2020 12:12:35 GMT+0200 (GMT+2),2020-07-16,2020-07-16 06:12:35 -0400,Africa/Johannesburg,1314854,fahrenheit_66,2020-07-16 06:13:48 -0400,2020-08-29 16:52:43 -0400,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/53241110,https://inaturalist-open-data.s3.amazonaws.com/photos/84671106/medium.jpg?1594894438,,"",,1,0,false,3,"Alter Kirchweg, Sankt Augustin, Nordrhein-Westfalen, DE",50.78196667,7.1427055,21,21,,,false,,,Deutsche Wespe,Vespula germanica,German Yellowjacket,Insecta,126155
53242880,2020/07/16 12:53 PM CEST,2020-07-16,2020-07-16 06:53:00 -0400,Paris,1904751,elimadmartigan,2020-07-16 06:53:49 -0400,2020-07-16 06:54:45 -0400,needs_id,CC0,https://www.inaturalist.org/observations/53242880,https://inaturalist-open-data.s3.amazonaws.com/photos/84674137/medium.jpeg?1594896793,,"",Dead specimen collected inside a house.,0,0,false,,"76210 Bolbec, France",49.5714833732,0.4658905547,25,25,,,false,,,Guêpe Germanique,Vespula germanica,German Yellowjacket,Insecta,126155
53250911,2020/07/16 3:57 PM +0300,2020-07-16,2020-07-16 08:57:00 -0400,Minsk,3259533,ssandra,2020-07-16 09:00:06 -0400,2020-07-16 09:00:06 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53250911,https://inaturalist-open-data.s3.amazonaws.com/photos/84686652/medium.jpg?1594904274,,"",,0,0,false,,"Центральный район, Минск, Беларусь",53.9294453565,27.5465654163,2,2,,,false,,,Германская Оса,Vespula germanica,German Yellowjacket,Insecta,126155
53250948,Thu Jul 16 2020 09:00:22 GMT-0400 (EDT),2020-07-16,2020-07-16 09:00:22 -0400,Eastern Time (US & Canada),3199673,floeffler,2020-07-16 09:00:45 -0400,2020-12-19 15:29:30 -0500,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53250948,https://inaturalist-open-data.s3.amazonaws.com/photos/84687022/medium.jpg?1594904450,,"",,1,0,false,3,"Meadow Bend Dr, Indianapolis, IN, US",39.6522352193,-86.025875425,10,10,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53263509,Thu Jul 16 2020 14:48:08 GMT+0200 (GMT+2),2020-07-16,2020-07-16 08:48:08 -0400,Africa/Johannesburg,3337541,patricia_da,2020-07-16 11:24:15 -0400,2020-07-17 04:40:11 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53263509,https://inaturalist-open-data.s3.amazonaws.com/photos/84706596/medium.jpg?1594913058,,"",,0,0,false,3,"Maintal, Hessen, DE",50.1566555,8.792125,4,4,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53283152,2020-07-16T20:28:34+02:00,2020-07-16,2020-07-16 14:28:34 -0400,Madrid,3326842,regisg21,2020-07-16 14:28:50 -0400,2020-07-16 14:28:59 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53283152,https://inaturalist-open-data.s3.amazonaws.com/photos/84737955/medium.jpeg?1594924136,,"",,0,0,false,333,Fontaine-lès-Dijon,47.3503854681,5.0211863033,88,88,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53294812,Thu Jul 16 2020 19:56:57 GMT+0200 (GMT+2),2020-07-16,2020-07-16 13:56:57 -0400,Africa/Johannesburg,1722767,wolfsblood,2020-07-16 16:15:30 -0400,2020-07-17 04:40:27 -0400,research,,https://www.inaturalist.org/observations/53294812,https://inaturalist-open-data.s3.amazonaws.com/photos/84756899/medium.jpg?1594930536,,"",,2,0,false,3,"Thayagasse, Wien, Wien, AT",48.27486167,16.43515833,65,65,,,false,,,Deutsche Wespe,Vespula germanica,German Yellowjacket,Insecta,126155
53301315,2020/07/15 10:10 PM IST,2020-07-15,2020-07-15 17:10:00 -0400,Europe/London,1790012,sbushes,2020-07-16 17:16:13 -0400,2020-07-25 13:36:05 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53301315,https://inaturalist-open-data.s3.amazonaws.com/photos/84766008/medium.jpg?1594933884,,"",,1,0,false,,"Frankwell, Doctors Field, Shrewsbury, UK",52.7135427747,-2.766020607,106,106,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53319308,2020-07-16 7:37:52 PM CDT,2020-07-16,2020-07-16 15:37:52 -0400,UTC,1687536,tsuki2,2020-07-16 20:41:06 -0400,2020-07-16 20:41:12 -0400,casual,,https://www.inaturalist.org/observations/53319308,https://static.inaturalist.org/photos/84795623/medium.jpg?1594946470,,"",,0,0,false,2,,,,,,,,false,,,Avispa germánica,Vespula germanica,German Yellowjacket,Insecta,126155
53346479,2020/03/11,2020-03-11,,Auckland,1579568,ginakahikatea,2020-07-17 05:37:47 -0400,2020-07-20 01:24:45 -0400,research,CC-BY-NC,https://www.inaturalist.org/observations/53346479,https://inaturalist-open-data.s3.amazonaws.com/photos/84841517/medium.jpeg?1594977729,,Ento 304 2020 8,"-Base of abdomen constricted, the abdomen more or less petiolate

-First abdominal segment with out hump or node; Antennae variable; wings fully developed

-Pronotum reaching back to tegula

-Venation complete or nearly so, forewings with 6 or more closed cells

-Antennae usually 12 segmented in female and 13 in male; ovipositor short, issuing from apex of abdomen and usually withdrawn into abdomen when not in use
-Forewings naturally folded longitudinally at rest; lateral pronotum and mesopleuron meeting without overlapping, with very little free movement between them; legs not exceptionally long",3,0,false,,"Woolston, Christchurch, New Zealand",-43.5473746,172.6790455,2746,2746,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53361772,Fri Jul 17 2020 15:38:08 GMT+0200 (GMT+2),2020-07-17,2020-07-17 09:38:08 -0400,Africa/Johannesburg,3333009,frannyandzooey,2020-07-17 09:43:19 -0400,2020-07-19 15:11:30 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53361772,https://inaturalist-open-data.s3.amazonaws.com/photos/84867692/medium.jpg?1594993409,,"",,0,0,false,3,"Gerbermühlstraße, Frankfurt am Main, Hessen, DE",50.1043590066,8.7147193775,10,10,,,false,,,Deutsche Wespe,Vespula germanica,German Yellowjacket,Insecta,126155
53385161,Fri Jul 17 2020 18:41:23 GMT+0100 (GMT+1),2020-07-17,2020-07-17 12:41:23 -0400,Amsterdam,2464414,mikebwd,2020-07-17 13:42:59 -0400,2020-07-17 13:43:13 -0400,needs_id,,https://www.inaturalist.org/observations/53385161,https://inaturalist-open-data.s3.amazonaws.com/photos/84906164/medium.jpg?1595007789,,"",,0,0,false,3,"Great Britain, Wetherby, England, GB",53.904649005,-1.3474250231,55,55,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53388445,2020-07-17T20:07:26+02:00,2020-07-17,2020-07-17 14:07:26 -0400,UTC,1125717,ogmios,2020-07-17 14:19:06 -0400,2020-07-17 14:23:08 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53388445,https://inaturalist-open-data.s3.amazonaws.com/photos/84912325/medium.jpeg?1595010184,,"",,0,0,false,333,Zonza,41.6820937,9.3750192,22,22,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53403818,2020/07/03 4:24 PM UTC,2020-07-03,,UTC,3138977,antseeker,2020-07-17 16:58:26 -0400,2020-07-17 16:58:26 -0400,needs_id,,https://www.inaturalist.org/observations/53403818,https://static.inaturalist.org/photos/84937303/medium.jpeg?1595019449,,"","",0,0,false,,"Bremen-West, Bremen, Deutschland",53.118989,8.84272,,,,,false,,,Deutsche Wespe,Vespula germanica,German Yellowjacket,Insecta,126155
53419646,2020-07-17T19:45:37-04:00,2020-07-17,2020-07-17 19:45:37 -0400,UTC,3284301,brendanmcg,2020-07-17 19:45:49 -0400,2020-10-03 23:30:00 -0400,research,CC-BY-NC,https://www.inaturalist.org/observations/53419646,https://inaturalist-open-data.s3.amazonaws.com/photos/84962737/medium.jpeg?1595029552,,"",,1,0,false,333,Ottawa,45.35239,-75.7599193,16,16,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53440976,2020/07/17 7:10 PM PDT,2020-07-17,2020-07-17 22:10:00 -0400,Pacific Time (US & Canada),932181,doviende,2020-07-18 00:44:19 -0400,2020-07-18 01:09:27 -0400,research,CC-BY-NC,https://www.inaturalist.org/observations/53440976,https://inaturalist-open-data.s3.amazonaws.com/photos/84997565/medium.jpg?1595047227,,"",,1,0,false,,"Grandview-Woodland, Vancouver, BC, Canada",49.2736199015,-123.0710676065,8,8,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53448941,2020-07-18 9:33:52 AM GMT+02:00,2020-07-18,2020-07-18 03:33:52 -0400,Africa/Johannesburg,3016004,feanir,2020-07-18 04:07:45 -0400,2020-07-18 04:08:07 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53448941,https://inaturalist-open-data.s3.amazonaws.com/photos/85011984/medium.jpeg?1595059673,,"",,0,0,false,2,"7736 Beerze, Nederland",52.5126173778,6.5524271583,,,,,false,gps,gps,Duitse wesp,Vespula germanica,German Yellowjacket,Insecta,126155
53470123,2020/07/18 8:57 AM EDT,2020-07-18,2020-07-18 08:57:00 -0400,Eastern Time (US & Canada),17508,stephane,2020-07-18 09:45:14 -0400,2020-09-26 01:54:49 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53470123,https://inaturalist-open-data.s3.amazonaws.com/photos/85045245/medium.jpeg?1595079628,,"",,1,0,false,,"864 Rue du Bras d'Apic, Terrebonne, QC J6W 0B6, Canada",45.7156349,-73.6467172,184,184,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53485247,2020-07-18 4:27:02 PM GMT+02:00,2020-07-18,2020-07-18 10:27:02 -0400,Africa/Johannesburg,3278591,eichhoernchen,2020-07-18 11:54:32 -0400,2020-07-18 12:18:05 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53485247,https://inaturalist-open-data.s3.amazonaws.com/photos/85074480/medium.jpeg?1595089067,,"",,0,0,false,2,"Viersen, DE-NW, DE",51.2715274,6.4595531,1200,1200,,,false,,,Deutsche Wespe,Vespula germanica,German Yellowjacket,Insecta,126155
53494317,2020-07-18 1:02:56 PM EDT,2020-07-18,2020-07-18 13:02:56 -0400,Eastern Time (US & Canada),1196298,lstrouse,2020-07-18 13:05:42 -0400,2020-07-20 16:22:59 -0400,research,CC-BY-NC,https://www.inaturalist.org/observations/53494317,https://inaturalist-open-data.s3.amazonaws.com/photos/85084122/medium.jpeg?1595091947,,"",,1,0,false,2,"Montgomery, PA 17752, USA",41.164631708,-76.9777370989,6,6,,,false,gps,gps,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53520619,Sat Jul 18 2020 20:41:42 GMT+0100 (GMT+1),2020-07-18,2020-07-18 14:41:42 -0400,Amsterdam,2440402,hullothere,2020-07-18 16:44:36 -0400,2020-07-18 16:44:44 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53520619,https://inaturalist-open-data.s3.amazonaws.com/photos/85128294/medium.jpg?1595105080,,"",,0,0,false,3,"Great Britain, Oxford, England, GB",51.76881167,-1.22949167,5,5,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53520713,Sat Jul 18 2020 19:55:03 GMT+0200 (GMT+2),2020-07-18,2020-07-18 13:55:03 -0400,Africa/Johannesburg,1349851,dsch,2020-07-18 16:45:22 -0400,2020-07-18 16:45:34 -0400,needs_id,,https://www.inaturalist.org/observations/53520713,https://static.inaturalist.org/photos/85128439/medium.jpg?1595105130,,"",,0,0,false,3,"Kleine Breite, Wolfenbüttel, Niedersachsen, DE",52.17238667,10.54408667,12,12,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53583571,Sun Jul 19 2020 13:34:32 GMT+0200 (GMT+2),2020-07-19,2020-07-19 07:34:32 -0400,Africa/Johannesburg,3155796,jibbito,2020-07-19 07:36:09 -0400,2020-07-19 07:36:20 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53583571,https://inaturalist-open-data.s3.amazonaws.com/photos/85232130/medium.jpg?1595158578,,"",,0,0,false,3,"Chem de Dompierre, Petit-Fayt, Nord-Pas-de-Calais, FR",50.1072572335,3.8331651076,6,6,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53587427,Sun Jul 19 2020 08:24:56 GMT-0400 (EDT),2020-07-19,2020-07-19 08:24:56 -0400,Eastern Time (US & Canada),2918944,amberlabelledvm,2020-07-19 08:27:30 -0400,2020-10-03 23:29:56 -0400,research,CC-BY-NC,https://www.inaturalist.org/observations/53587427,https://inaturalist-open-data.s3.amazonaws.com/photos/85238099/medium.jpg?1595161665,,"",,2,0,false,3,"Findlay Creek Dr, Ottawa, ON, CA",45.3107944092,-75.6111145567,57542,57542,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53602108,2020/07/18 6:50 PM +0500,2020-07-18,2020-07-18 09:50:00 -0400,Ekaterinburg,976348,domir,2020-07-19 10:44:52 -0400,2020-07-29 07:32:36 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53602108,https://inaturalist-open-data.s3.amazonaws.com/photos/85255215/medium.jpeg?1595168136,,"","",0,0,false,,"Нагаево, Уфа, Респ. Башкортостан, Россия, 450900",54.599961474,56.1112951742,2,2,,,false,,,Германская оса,Vespula germanica,German Yellowjacket,Insecta,126155
53640522,2020-07-19 10:27:51 PM GMT+03:00,2020-07-19,2020-07-19 15:27:51 -0400,Baghdad,476302,itai,2020-07-19 15:31:42 -0400,2020-07-21 17:06:30 -0400,research,,https://www.inaturalist.org/observations/53640522,https://static.inaturalist.org/photos/85321620/medium.jpg?1595187108,,"",,1,0,false,,"Golan, IL",32.8444868299,35.80674503,22,22,,,false,gps,gps,צרעה גרמנית,Vespula germanica,German Yellowjacket,Insecta,126155
53640836,2020/07/18 1:50 PM BST,2020-07-18,2020-07-18 08:50:00 -0400,London,1123450,chudraa,2020-07-19 15:33:59 -0400,2020-08-17 15:14:04 -0400,research,,https://www.inaturalist.org/observations/53640836,https://static.inaturalist.org/photos/85309886/medium.jpeg?1595183773,,"",,1,0,false,,"Yatton Keynell, Chippenham SN14, UK",51.4842951722,-2.1926980245,2,2,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53657300,2020-07-19 5:30:17 PM GMT+02:00,2020-07-19,2020-07-19 11:30:17 -0400,Africa/Johannesburg,1894788,johannesk,2020-07-19 17:48:44 -0400,2020-07-19 17:52:47 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53657300,https://inaturalist-open-data.s3.amazonaws.com/photos/85350308/medium.jpeg?1595195339,,"",,0,0,false,2,"Werftpfuhl, Dorf/B 158, 16356 Werneuchen, Deutschland",52.660389,13.7888789722,,,,,false,gps,gps,Deutsche Wespe,Vespula germanica,German Yellowjacket,Insecta,126155
53663688,2020-07-20 8:37:56 AM GMT+10:00,2020-07-20,2020-07-19 18:37:56 -0400,Brisbane,2506249,scottwhite1,2020-07-19 18:41:37 -0400,2020-08-02 21:42:33 -0400,research,,https://www.inaturalist.org/observations/53663688,https://static.inaturalist.org/photos/85360313/medium.jpeg?1595198501,,"",I think it is a European wasp? See several in the last two weeks.,2,0,false,2,"Bungendore NSW 2621, Australia",-35.25306899,149.446179606,7658,7658,,,false,gps,gps,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53703690,2020-07-20 11:00:17 AM GMT+03:00,2020-07-20,2020-07-20 04:00:17 -0400,Baghdad,3259297,rusak_natallia,2020-07-20 04:03:58 -0400,2020-07-20 04:05:49 -0400,needs_id,,https://www.inaturalist.org/observations/53703690,https://static.inaturalist.org/photos/85428161/medium.jpeg?1595232253,,"",,0,0,false,2,"Вилейский район, Беларусь",54.3356385928,27.0243079215,3966,3966,,,false,gps,gps,Германская оса,Vespula germanica,German Yellowjacket,Insecta,126155
53704694,2020/06/26 6:24 PM CEST,2020-06-26,2020-06-26 12:24:00 -0400,Brussels,64204,minazaki,2020-07-20 04:19:03 -0400,2020-07-20 04:19:03 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53704694,https://inaturalist-open-data.s3.amazonaws.com/photos/85428647/medium.jpeg?1595232629,,"","",0,0,false,,"Ghent, Belgium",51.0424487746,3.7310466298,68,68,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53716524,Mon Jul 20 2020 10:07:41 GMT+0100 (GMT+1),2020-07-20,2020-07-20 04:07:41 -0400,Amsterdam,353381,wildhamandpetersham,2020-07-20 07:58:05 -0400,2021-03-04 15:20:23 -0500,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/53716524,https://inaturalist-open-data.s3.amazonaws.com/photos/85447922/medium.jpg?1595246288,,"",,2,0,false,3,"Great Britain, Teddington, England, GB",51.4315,-0.323205,5,5,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53728381,Mon Jul 20 2020 16:24:09 GMT+0200 (GMT+2),2020-07-20,2020-07-20 10:24:09 -0400,Africa/Johannesburg,3333009,frannyandzooey,2020-07-20 10:24:38 -0400,2020-07-20 10:25:04 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53728381,https://inaturalist-open-data.s3.amazonaws.com/photos/85467126/medium.jpg?1595255101,,"",,0,0,false,3,"Im Bärengarten, Frankfurt am Main, Hessen, DE",50.1043339447,8.7147593591,10,10,,,false,,,,Vespula germanica,German Yellowjacket,Insecta,126155
53731326,Mon Jul 20 2020 09:48:24 GMT-0500 (CDT),2020-07-20,2020-07-20 10:48:24 -0400,Central Time (US & Canada),1195978,matthewt6416,2020-07-20 10:53:35 -0400,2020-12-22 22:38:29 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/53731326,https://inaturalist-open-data.s3.amazonaws.com/photos/85471818/medium.jpg?1595256819,,"",,2,0,false,3,"Minnesota, US",44.755054841,-93.0217607421,24,27285,obscured,,true,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
53766339,2020-07-20 4:47:00 PM GMT+03:00,2020-07-20,2020-07-20 09:47:00 -0400,Baghdad,3259537,violettabruy,2020-07-20 16:08:22 -0400,2020-07-20 16:08:52 -0400,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/53766339,https://inaturalist-open-data.s3.amazonaws.com/photos/85526173/medium.jpeg?1595275708,,"",,0,0,false,2,Светиловское озеро,53.1473116554,26.0050567612,35,35,,,false,gps,gps,Германская оса,Vespula germanica,German Yellowjacket,Insecta,126155
53798205,Mon Jul 20 2020 20:14:17 GMT-0400 (EDT),2020-07-20,2020-07-20 20:14:17 -0400,Eastern Time (US & Canada),1222186,lstaley,2020-07-20 22:00:40 -0400,2020-10-08 20:55:48 -0400,research,CC-BY-NC,https://www.inaturalist.org/observations/53798205,https://inaturalist-open-data.s3.amazonaws.com/photos/85578672/medium.jpg?1595296924,,"",This specimen was in my drink and stung me in the mouth. ,1,0,false,3,"Wolfe Island, Frontenac Islands, ON, CA",44.19457171,-76.4296369678,49,49,,,false,,,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
